Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Indonesia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Accessed via Haver Data. Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008. National account SNA 2008 was recently released in 2015 and the authorities publish data from 2010 only. Whenever applicable, the desks use spliced series from Haver for data prior 2010. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Indonesian rupiah Data last updated: 03/2017","11,531,716.90","12,406,809.80","13,629,735.78","14,989,720.41","16,474,547.38","18,086,758.86","19,837,571.13","21,762,143.53",2016
Indonesia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",861.143,932.448,"1,020.52","1,113.07","1,206.15","1,320.14","1,465.84","1,615.56",2016
Indonesia,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",128.38,131.525,137.478,143.585,149.723,155.806,161.979,168.43,2016
Indonesia,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","35,161,870.84","36,462,512.90","37,841,686.63","39,347,769.65","40,952,619.81","42,663,366.76","44,445,578.13","46,302,239.26",2016
Indonesia,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","45,140,688.02","47,957,363.79","52,023,981.89","56,497,686.06","61,315,686.60","66,472,165.62","71,992,714.98","77,987,087.37",2016
Indonesia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,370.93","3,604.29","3,895.25","4,195.27","4,489.09","4,851.75","5,319.70","5,789.53",2016
Indonesia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,
Indonesia,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,849.80","3,032.09","3,257.12","3,506.52","3,776.95","4,065.05","4,375.50","4,712.19",2016
Indonesia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,155.47","11,720.27","12,432.27","13,216.42","14,057.21","14,939.80","15,879.16","16,886.67",2016
Indonesia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",2.481,2.529,2.571,2.613,2.658,2.706,2.754,2.802,2011
Indonesia,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).","4,046.51","4,091.83","4,184.59","4,274.81","4,361.87","4,449.34","4,533.79","4,618.26",2016
Indonesia,Total investment,Percent of GDP,,"Source: National Statistics Office. Accessed via Haver Data. Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008. National account SNA 2008 was recently released in 2015 and the authorities publish data from 2010 only. Whenever applicable, the desks use spliced series from Haver for data prior 2010. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Indonesian rupiah Data last updated: 03/2017",34.174,34.292,34.302,34.343,34.45,34.591,34.739,34.891,2016
Indonesia,Gross national savings,Percent of GDP,,"Source: National Statistics Office. Accessed via Haver Data. Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008. National account SNA 2008 was recently released in 2015 and the authorities publish data from 2010 only. Whenever applicable, the desks use spliced series from Haver for data prior 2010. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Indonesian rupiah Data last updated: 03/2017",32.14,32.539,32.402,32.343,32.494,32.52,32.654,32.752,2016
Indonesia,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Accessed via CEIC Latest actual data: 2016 Harmonized prices: No. Survey of 66 cities. Frequency of source data: Monthly Base year: 2012 Primary domestic currency: Indonesian rupiah Data last updated: 03/2017,120.422,124.668,130.31,136.196,142.018,147.788,153.643,159.762,2016
Indonesia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",6.363,3.526,4.526,4.517,4.275,4.063,3.962,3.983,2016
Indonesia,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office. Accessed via CEIC Latest actual data: 2016 Harmonized prices: No. Survey of 66 cities. Frequency of source data: Monthly Base year: 2012 Primary domestic currency: Indonesian rupiah Data last updated: 03/2017,122.99,126.71,132.412,138.218,143.974,149.677,155.609,161.836,2016
Indonesia,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",3.353,3.025,4.5,4.385,4.165,3.961,3.964,4.002,2016
Indonesia,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Indonesia,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office. Accessed via CEIC Latest actual data: 2016 Base year: 2000 Methodology used to derive volumes: Other Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: Goods of diplomat, a part of goods directly exported/imported by armed forces, goods for expeditions and exhibition shows. Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: Indonesian rupiah Data last updated: 03/2017",-6.225,3.242,-1.434,3.7,5.973,6.199,6.205,5.852,2016
Indonesia,Volume of Imports of goods,Percent change,,"Source: National Statistics Office. Accessed via CEIC Latest actual data: 2016 Base year: 2000 Methodology used to derive volumes: Other Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: Goods of diplomat, a part of goods directly exported/imported by armed forces, goods for expeditions and exhibition shows. Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: Indonesian rupiah Data last updated: 03/2017",-6.225,3.242,-1.434,3.7,5.973,6.199,6.205,5.852,2016
Indonesia,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office. Accessed via CEIC Latest actual data: 2016 Base year: 2000 Methodology used to derive volumes: Other Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: Goods of diplomat, a part of goods directly exported/imported by armed forces, goods for expeditions and exhibition shows. Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: Indonesian rupiah Data last updated: 03/2017",0.397,-0.962,1.48,5.655,5.315,4.807,5.518,5.532,2016
Indonesia,Volume of exports of goods,Percent change,,"Source: National Statistics Office. Accessed via CEIC Latest actual data: 2016 Base year: 2000 Methodology used to derive volumes: Other Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: Goods of diplomat, a part of goods directly exported/imported by armed forces, goods for expeditions and exhibition shows. Oil coverage: Primary or unrefined products;Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Other Primary domestic currency: Indonesian rupiah Data last updated: 03/2017",0.397,-0.962,1.48,5.655,5.315,4.807,5.518,5.532,2016
Indonesia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Accessed via CEIC Latest actual data: 2016 Employment type: National definition Primary domestic currency: Indonesian rupiah Data last updated: 03/2017,6.18,5.6,5.4,5.2,5.01,5,5,5,2016
Indonesia,Employment,Persons,Millions,,,,,,,,,,
Indonesia,Population,Persons,Millions,Source: BPS (Statistics Indonesia) and staff estimates. Latest actual data: 2016 Primary domestic currency: Indonesian rupiah Data last updated: 03/2017,255.462,258.705,261.989,265.316,268.684,272.095,275.55,279.048,2016
Indonesia,General government revenue,National currency,Billions,"Source: Ministry of Finance or Treasury Latest actual data: 2016 Fiscal assumptions: IMF projections are based on moderate tax policy and administration reforms, fuel subsidy pricing reforms introduced in January 2015, and a gradual increase in social and capital spending over the medium term in line with fiscal space Start/end months of reporting year: January/December. From 2000 onward GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash. The budget in Indonesia is reported on cash basis. There is an ongoing project to change to accrual basis in their reporting in the coming years. General government includes: Central Government;Local Government;. The general government composition consists of Central Government and Subnational levels, including Provinces and municipalities. Social Security Funds will be included in the general government reporting in the future. Valuation of public debt: Face value. Book value Primary domestic currency: Indonesian rupiah Data last updated: 03/2017","1,714,598.79","1,774,040.40","1,917,078.41","2,088,032.37","2,295,858.49","2,522,502.91","2,769,579.41","3,045,834.30",2016
